,ID,TIME_ROUTE_1,COST_ROUTE_1,TIME_ROUTE_2,COST_ROUTE_2,CHOICE,V_1,V_2,e_1,e_2,U_1,U_2,y_1,y_2,P_1,P_2
357,179,20,6.5,35,3,1,-22.0,-21.75,2.8286747898002162,-0.7040167191462687,-19.171325210199782,-22.454016719146267,1,0,0.4378234991142019,0.5621765008857982
358,180,20,6.5,30,3,2,-22.0,-19.5,-0.8220465041780421,0.004597384991802745,-22.822046504178044,-19.495402615008196,0,1,0.07585818002124355,0.9241418199787564
359,180,20,6.5,35,3,1,-22.0,-21.75,0.4818441867452974,-0.9244301660422424,-21.5181558132547,-22.674430166042242,1,0,0.4378234991142019,0.5621765008857982
360,181,20,6.5,30,3,2,-22.0,-19.5,-1.0146151392066518,2.1182850456163695,-23.01461513920665,-17.381714954383632,0,1,0.07585818002124355,0.9241418199787564
361,181,20,6.5,35,3,1,-22.0,-21.75,0.829854601643753,0.5262255673675595,-21.170145398356247,-21.22377443263244,1,0,0.4378234991142019,0.5621765008857982
362,182,20,6.5,30,3,2,-22.0,-19.5,0.760831636299351,-1.4472706553274817,-21.23916836370065,-20.947270655327483,0,1,0.07585818002124355,0.9241418199787564
363,182,20,6.5,35,3,2,-22.0,-21.75,-1.061286718759815,-0.7549193085275947,-23.061286718759813,-22.504919308527594,0,1,0.4378234991142019,0.5621765008857982
364,183,20,6.5,30,3,2,-22.0,-19.5,0.6922146818213046,-0.2829005248449602,-21.307785318178695,-19.782900524844962,0,1,0.07585818002124355,0.9241418199787564
365,183,20,6.5,35,3,2,-22.0,-21.75,0.4002807568881787,2.24762535983543,-21.59971924311182,-19.502374640164568,0,1,0.4378234991142019,0.5621765008857982
366,184,20,6.5,30,3,2,-22.0,-19.5,0.33111775106732877,1.3338127580513448,-21.668882248932672,-18.166187241948656,0,1,0.07585818002124355,0.9241418199787564
367,184,20,6.5,35,3,2,-22.0,-21.75,1.9836851160274904,3.803142580767825,-20.01631488397251,-17.946857419232174,0,1,0.4378234991142019,0.5621765008857982
368,185,20,6.5,30,3,2,-22.0,-19.5,-0.26201354160984425,1.9666978434506035,-22.262013541609843,-17.533302156549396,0,1,0.07585818002124355,0.9241418199787564
369,185,20,6.5,35,3,1,-22.0,-21.75,0.9516969499519206,0.3703959071211236,-21.04830305004808,-21.379604092878875,1,0,0.4378234991142019,0.5621765008857982
370,186,20,6.5,30,3,2,-22.0,-19.5,0.9766284276447448,-1.1378549272979366,-21.023371572355256,-20.637854927297937,0,1,0.07585818002124355,0.9241418199787564
371,186,20,6.5,35,3,2,-22.0,-21.75,0.002191385736577295,1.1800924178693444,-21.997808614263423,-20.569907582130657,0,1,0.4378234991142019,0.5621765008857982
372,187,20,6.5,30,3,1,-22.0,-19.5,4.849985262147885,0.438273586156727,-17.150014737852114,-19.061726413843274,1,0,0.07585818002124355,0.9241418199787564
373,187,20,6.5,35,3,1,-22.0,-21.75,0.745421797536461,0.30522895086908497,-21.254578202463538,-21.444771049130914,1,0,0.4378234991142019,0.5621765008857982
374,188,20,6.5,30,3,2,-22.0,-19.5,2.538189914734516,0.0781726065798189,-19.461810085265483,-19.42182739342018,0,1,0.07585818002124355,0.9241418199787564
375,188,20,6.5,35,3,1,-22.0,-21.75,-0.6949938380138806,-1.6733780809061423,-22.69499383801388,-23.423378080906144,1,0,0.4378234991142019,0.5621765008857982
376,189,20,6.5,30,3,2,-22.0,-19.5,-0.18022004429542235,0.8482048572604587,-22.18022004429542,-18.65179514273954,0,1,0.07585818002124355,0.9241418199787564
377,189,20,6.5,35,3,1,-22.0,-21.75,1.1350442529955218,-0.13114457163494617,-20.86495574700448,-21.881144571634945,1,0,0.4378234991142019,0.5621765008857982
378,190,20,6.5,30,3,2,-22.0,-19.5,-0.587933752755729,-0.35063388078891466,-22.587933752755728,-19.850633880788916,0,1,0.07585818002124355,0.9241418199787564
379,190,20,6.5,35,3,2,-22.0,-21.75,1.1327592531453052,3.0143471096914767,-20.867240746854694,-18.735652890308522,0,1,0.4378234991142019,0.5621765008857982
380,191,20,6.5,30,3,2,-22.0,-19.5,-1.201693441150983,0.43286596541717975,-23.201693441150983,-19.06713403458282,0,1,0.07585818002124355,0.9241418199787564
381,191,20,6.5,35,3,2,-22.0,-21.75,0.3160508329730593,2.84741295508768,-21.68394916702694,-18.90258704491232,0,1,0.4378234991142019,0.5621765008857982
382,192,20,6.5,30,3,2,-22.0,-19.5,2.432037023985371,2.8804616188581607,-19.56796297601463,-16.61953838114184,0,1,0.07585818002124355,0.9241418199787564
383,192,20,6.5,35,3,1,-22.0,-21.75,0.9357279387148452,-0.7999329208406782,-21.064272061285156,-22.54993292084068,1,0,0.4378234991142019,0.5621765008857982
384,193,20,6.5,30,3,2,-22.0,-19.5,1.9336819724583583,2.1348514202367874,-20.06631802754164,-17.36514857976321,0,1,0.07585818002124355,0.9241418199787564
385,193,20,6.5,35,3,1,-22.0,-21.75,1.0572433439038518,-0.7451348593727748,-20.942756656096147,-22.495134859372776,1,0,0.4378234991142019,0.5621765008857982
386,194,20,6.5,30,3,2,-22.0,-19.5,-0.22038631728389718,3.3160938532176427,-22.220386317283896,-16.183906146782356,0,1,0.07585818002124355,0.9241418199787564
387,194,20,6.5,35,3,1,-22.0,-21.75,0.05292236332220577,-1.2255307287078396,-21.947077636677793,-22.975530728707838,1,0,0.4378234991142019,0.5621765008857982
388,195,20,6.5,30,3,2,-22.0,-19.5,1.7727983907004239,-0.4852862265340237,-20.227201609299577,-19.985286226534022,0,1,0.07585818002124355,0.9241418199787564
389,195,20,6.5,35,3,1,-22.0,-21.75,2.4455638240316366,-0.7559725956370492,-19.554436175968362,-22.50597259563705,1,0,0.4378234991142019,0.5621765008857982
390,196,20,6.5,30,3,2,-22.0,-19.5,2.010384380701511,2.132857884703523,-19.98961561929849,-17.367142115296478,0,1,0.07585818002124355,0.9241418199787564
391,196,20,6.5,35,3,2,-22.0,-21.75,-0.9689237113120416,-0.06509227086384897,-22.96892371131204,-21.81509227086385,0,1,0.4378234991142019,0.5621765008857982
392,197,20,6.5,30,3,2,-22.0,-19.5,-0.33248076183149267,0.09027707520783772,-22.332480761831494,-19.409722924792163,0,1,0.07585818002124355,0.9241418199787564
393,197,20,6.5,35,3,1,-22.0,-21.75,3.7256835962152834,1.2022886077105612,-18.274316403784717,-20.54771139228944,1,0,0.4378234991142019,0.5621765008857982
394,198,20,6.5,30,3,2,-22.0,-19.5,1.8942835552983863,0.4628273979274462,-20.105716444701613,-19.037172602072555,0,1,0.07585818002124355,0.9241418199787564
395,198,20,6.5,35,3,2,-22.0,-21.75,0.6875666734654884,0.5195633429702993,-21.31243332653451,-21.2304366570297,0,1,0.4378234991142019,0.5621765008857982
396,199,20,6.5,30,3,2,-22.0,-19.5,-0.48232426294581715,-0.4061208395035767,-22.482324262945816,-19.906120839503576,0,1,0.07585818002124355,0.9241418199787564
397,199,20,6.5,35,3,1,-22.0,-21.75,0.6666153708811597,-1.4628371732203853,-21.33338462911884,-23.212837173220386,1,0,0.4378234991142019,0.5621765008857982
398,200,20,6.5,30,3,2,-22.0,-19.5,4.092646022376429,3.541524336915471,-17.907353977623572,-15.95847566308453,0,1,0.07585818002124355,0.9241418199787564
399,200,20,6.5,35,3,2,-22.0,-21.75,0.9845012092339818,1.5914167203559204,-21.015498790766017,-20.15858327964408,0,1,0.4378234991142019,0.5621765008857982
400,201,20,6.5,30,3,2,-22.0,-19.5,0.7975958798642411,-0.8178448524039768,-21.20240412013576,-20.317844852403976,0,1,0.07585818002124355,0.9241418199787564
401,201,20,6.5,35,3,2,-22.0,-21.75,-0.1898367506061709,0.14781100850524834,-22.189836750606172,-21.602188991494753,0,1,0.4378234991142019,0.5621765008857982
402,202,20,6.5,30,3,2,-22.0,-19.5,0.16453554760471864,-0.10154614983662744,-21.835464452395282,-19.601546149836626,0,1,0.07585818002124355,0.9241418199787564
403,202,20,6.5,35,3,2,-22.0,-21.75,-0.07975584820550066,0.6964382739444748,-22.0797558482055,-21.053561726055527,0,1,0.4378234991142019,0.5621765008857982
404,203,20,6.5,30,3,2,-22.0,-19.5,-0.7404941623343345,0.6926571369083875,-22.740494162334336,-18.807342863091613,0,1,0.07585818002124355,0.9241418199787564
405,203,20,6.5,35,3,2,-22.0,-21.75,-1.5218463369789528,-1.6577080891382363,-23.521846336978953,-23.407708089138236,0,1,0.4378234991142019,0.5621765008857982
406,204,20,6.5,30,3,2,-22.0,-19.5,0.7738641998598452,-0.25803823893715383,-21.226135800140156,-19.758038238937154,0,1,0.07585818002124355,0.9241418199787564
407,204,20,6.5,35,3,1,-22.0,-21.75,1.292168227237882,-0.5307879607188625,-20.70783177276212,-22.28078796071886,1,0,0.4378234991142019,0.5621765008857982
408,205,20,6.5,30,3,2,-22.0,-19.5,0.6672165298551462,-0.22368314703394546,-21.332783470144854,-19.723683147033945,0,1,0.07585818002124355,0.9241418199787564
409,205,20,6.5,35,3,1,-22.0,-21.75,0.07762832610661156,-1.1624012337716567,-21.922371673893387,-22.912401233771657,1,0,0.4378234991142019,0.5621765008857982
410,206,20,6.5,30,3,2,-22.0,-19.5,-0.24298139308475747,6.685459024979247,-22.242981393084758,-12.814540975020753,0,1,0.07585818002124355,0.9241418199787564
411,206,20,6.5,35,3,2,-22.0,-21.75,0.384955197263908,0.6980921700533343,-21.615044802736094,-21.051907829946664,0,1,0.4378234991142019,0.5621765008857982
412,207,20,6.5,30,3,2,-22.0,-19.5,-1.0570973342174494,0.6498366144411777,-23.05709733421745,-18.850163385558822,0,1,0.07585818002124355,0.9241418199787564
413,207,20,6.5,35,3,1,-22.0,-21.75,-0.08922916785021377,-0.5477093439302418,-22.089229167850213,-22.297709343930244,1,0,0.4378234991142019,0.5621765008857982
414,208,20,6.5,30,3,2,-22.0,-19.5,0.6742168710008274,0.048936895416485694,-21.325783128999173,-19.451063104583515,0,1,0.07585818002124355,0.9241418199787564
415,208,20,6.5,35,3,2,-22.0,-21.75,0.6567819656117866,1.6354265181154888,-21.343218034388215,-20.114573481884513,0,1,0.4378234991142019,0.5621765008857982
416,209,20,6.5,30,3,2,-22.0,-19.5,-0.021414892238021208,-0.017277120329234192,-22.02141489223802,-19.517277120329233,0,1,0.07585818002124355,0.9241418199787564
417,209,20,6.5,35,3,2,-22.0,-21.75,-1.291214755188545,-0.3094719206202854,-23.291214755188545,-22.059471920620286,0,1,0.4378234991142019,0.5621765008857982
418,210,20,6.5,30,3,2,-22.0,-19.5,-2.273888668191266,0.45794415717782744,-24.273888668191265,-19.042055842822172,0,1,0.07585818002124355,0.9241418199787564
419,210,20,6.5,35,3,2,-22.0,-21.75,0.47793228966544327,0.8943171954208704,-21.522067710334557,-20.85568280457913,0,1,0.4378234991142019,0.5621765008857982
420,211,20,6.5,30,3,2,-22.0,-19.5,1.4987064742109044,1.4205575131406378,-20.501293525789094,-18.079442486859364,0,1,0.07585818002124355,0.9241418199787564
421,211,20,6.5,35,3,2,-22.0,-21.75,-0.08754824205811594,0.7143985524941013,-22.087548242058116,-21.035601447505897,0,1,0.4378234991142019,0.5621765008857982
422,212,20,6.5,30,3,2,-22.0,-19.5,-0.20466627280403124,0.5492627160912944,-22.20466627280403,-18.950737283908705,0,1,0.07585818002124355,0.9241418199787564
423,212,20,6.5,35,3,2,-22.0,-21.75,1.1671194387888029,1.183241906782474,-20.832880561211198,-20.566758093217526,0,1,0.4378234991142019,0.5621765008857982
424,213,20,6.5,30,3,2,-22.0,-19.5,-0.8990203130110997,1.026269964264333,-22.8990203130111,-18.473730035735667,0,1,0.07585818002124355,0.9241418199787564
425,213,20,6.5,35,3,2,-22.0,-21.75,-1.1972861133946848,-0.3206522746298302,-23.197286113394686,-22.07065227462983,0,1,0.4378234991142019,0.5621765008857982
426,214,20,6.5,30,3,2,-22.0,-19.5,0.14557730868504093,0.002753770923536505,-21.85442269131496,-19.497246229076463,0,1,0.07585818002124355,0.9241418199787564
427,214,20,6.5,35,3,1,-22.0,-21.75,0.40412050543076244,-0.15877333329011922,-21.59587949456924,-21.90877333329012,1,0,0.4378234991142019,0.5621765008857982
428,215,20,6.5,30,3,2,-22.0,-19.5,-0.35664091551267635,0.6947207961540126,-22.356640915512678,-18.805279203845988,0,1,0.07585818002124355,0.9241418199787564
429,215,20,6.5,35,3,1,-22.0,-21.75,0.8070372307652173,-0.2586671018634501,-21.192962769234782,-22.008667101863452,1,0,0.4378234991142019,0.5621765008857982
430,216,20,6.5,30,3,2,-22.0,-19.5,1.4502982808662104,-0.24901407389966584,-20.54970171913379,-19.749014073899666,0,1,0.07585818002124355,0.9241418199787564
431,216,20,6.5,35,3,1,-22.0,-21.75,1.507632584411035,-0.5018711460215248,-20.492367415588966,-22.251871146021525,1,0,0.4378234991142019,0.5621765008857982
432,217,20,6.5,30,3,2,-22.0,-19.5,0.010344281470912268,0.7992849013503623,-21.989655718529086,-18.70071509864964,0,1,0.07585818002124355,0.9241418199787564
433,217,20,6.5,35,3,1,-22.0,-21.75,1.3840768601321112,-0.1867703587926212,-20.61592313986789,-21.93677035879262,1,0,0.4378234991142019,0.5621765008857982
434,218,20,6.5,30,3,2,-22.0,-19.5,-0.23018216854187615,-0.9761992244185035,-22.230182168541877,-20.476199224418504,0,1,0.07585818002124355,0.9241418199787564
435,218,20,6.5,35,3,1,-22.0,-21.75,2.4340897191913977,-0.7358753227274423,-19.565910280808602,-22.48587532272744,1,0,0.4378234991142019,0.5621765008857982
436,219,20,6.5,30,3,2,-22.0,-19.5,-1.0405334618859212,0.7143298885122571,-23.04053346188592,-18.785670111487743,0,1,0.07585818002124355,0.9241418199787564
437,219,20,6.5,35,3,2,-22.0,-21.75,0.08744327373230781,2.2105756129306737,-21.91255672626769,-19.539424387069324,0,1,0.4378234991142019,0.5621765008857982
438,220,20,6.5,30,3,2,-22.0,-19.5,0.393613548879068,-0.5992096524381598,-21.606386451120933,-20.09920965243816,0,1,0.07585818002124355,0.9241418199787564
439,220,20,6.5,35,3,1,-22.0,-21.75,0.417239765817707,-1.530119528465353,-21.58276023418229,-23.280119528465352,1,0,0.4378234991142019,0.5621765008857982
440,221,20,6.5,30,3,2,-22.0,-19.5,2.504413182468175,1.2933419095610366,-19.495586817531827,-18.206658090438964,0,1,0.07585818002124355,0.9241418199787564
441,221,20,6.5,35,3,2,-22.0,-21.75,-0.8149626392335955,1.1358450279610015,-22.814962639233595,-20.614154972039,0,1,0.4378234991142019,0.5621765008857982
442,222,20,6.5,30,3,2,-22.0,-19.5,1.5323600024989468,1.3041705657777996,-20.467639997501053,-18.1958294342222,0,1,0.07585818002124355,0.9241418199787564
443,222,20,6.5,35,3,2,-22.0,-21.75,1.395015811811564,1.2150791506318586,-20.604984188188435,-20.53492084936814,0,1,0.4378234991142019,0.5621765008857982
444,223,20,6.5,30,3,2,-22.0,-19.5,-1.1758801120808786,-1.1840022711349432,-23.17588011208088,-20.684002271134943,0,1,0.07585818002124355,0.9241418199787564
445,223,20,6.5,35,3,2,-22.0,-21.75,-0.9100022459371937,0.5276730840045004,-22.910002245937193,-21.2223269159955,0,1,0.4378234991142019,0.5621765008857982
446,224,20,6.5,30,3,2,-22.0,-19.5,0.41967351160820365,-0.10921834213646968,-21.580326488391798,-19.60921834213647,0,1,0.07585818002124355,0.9241418199787564
447,224,20,6.5,35,3,1,-22.0,-21.75,2.0237784560545977,1.113199797032136,-19.976221543945403,-20.636800202967866,1,0,0.4378234991142019,0.5621765008857982
448,225,20,6.5,30,3,2,-22.0,-19.5,1.3032033961877543,-0.9237258495497179,-20.696796603812246,-20.42372584954972,0,1,0.07585818002124355,0.9241418199787564
449,225,20,6.5,35,3,1,-22.0,-21.75,-0.6612207820759847,-1.1672867100662518,-22.661220782075986,-22.91728671006625,1,0,0.4378234991142019,0.5621765008857982
450,226,20,6.5,30,3,2,-22.0,-19.5,1.7707030044585175,0.25043467364913446,-20.229296995541482,-19.249565326350865,0,1,0.07585818002124355,0.9241418199787564
451,226,20,6.5,35,3,1,-22.0,-21.75,3.2764186243668445,1.0734886368040777,-18.723581375633156,-20.67651136319592,1,0,0.4378234991142019,0.5621765008857982
452,227,20,6.5,30,3,2,-22.0,-19.5,-0.08972028683264997,-0.07741196968825967,-22.08972028683265,-19.57741196968826,0,1,0.07585818002124355,0.9241418199787564
453,227,20,6.5,35,3,2,-22.0,-21.75,-0.6581606743244368,1.2964586369398141,-22.658160674324435,-20.453541363060186,0,1,0.4378234991142019,0.5621765008857982
454,228,20,6.5,30,3,2,-22.0,-19.5,0.29650966048183836,2.106255001614917,-21.70349033951816,-17.39374499838508,0,1,0.07585818002124355,0.9241418199787564
455,228,20,6.5,35,3,1,-22.0,-21.75,0.9949972102791752,0.10398697423202552,-21.005002789720823,-21.646013025767974,1,0,0.4378234991142019,0.5621765008857982
456,229,20,6.5,30,3,1,-22.0,-19.5,4.004030123437055,-0.9402794740203799,-17.995969876562945,-20.44027947402038,1,0,0.07585818002124355,0.9241418199787564
457,229,20,6.5,35,3,1,-22.0,-21.75,2.0956970860556763,-0.1029313264458634,-19.904302913944324,-21.852931326445862,1,0,0.4378234991142019,0.5621765008857982
458,230,20,6.5,30,3,1,-22.0,-19.5,2.5242777127919536,-1.189556262600948,-19.475722287208047,-20.68955626260095,1,0,0.07585818002124355,0.9241418199787564
459,230,20,6.5,35,3,1,-22.0,-21.75,0.30596210046334626,-0.07011388840524557,-21.694037899536653,-21.820113888405245,1,0,0.4378234991142019,0.5621765008857982
460,231,20,6.5,30,3,2,-22.0,-19.5,-0.9451714632734267,-0.1801026059915524,-22.945171463273425,-19.680102605991554,0,1,0.07585818002124355,0.9241418199787564
461,231,20,6.5,35,3,1,-22.0,-21.75,2.5884335566465033,0.3319790197692597,-19.411566443353497,-21.41802098023074,1,0,0.4378234991142019,0.5621765008857982
462,232,20,6.5,30,3,2,-22.0,-19.5,2.468968991661458,0.977333624790885,-19.53103100833854,-18.522666375209116,0,1,0.07585818002124355,0.9241418199787564
463,232,20,6.5,35,3,1,-22.0,-21.75,2.2723898400535365,0.4408175354287697,-19.727610159946465,-21.30918246457123,1,0,0.4378234991142019,0.5621765008857982
464,233,20,6.5,30,3,2,-22.0,-19.5,1.2969314148057738,-0.8363338452948651,-20.703068585194227,-20.336333845294867,0,1,0.07585818002124355,0.9241418199787564
465,233,20,6.5,35,3,2,-22.0,-21.75,-1.0654855201726219,-0.1972029099414357,-23.065485520172622,-21.947202909941435,0,1,0.4378234991142019,0.5621765008857982
466,234,20,6.5,30,3,2,-22.0,-19.5,0.42766453935616744,-1.7235803523463051,-21.57233546064383,-21.223580352346303,0,1,0.07585818002124355,0.9241418199787564
467,234,20,6.5,35,3,2,-22.0,-21.75,-1.1755153062879315,0.4143889401593895,-23.17551530628793,-21.33561105984061,0,1,0.4378234991142019,0.5621765008857982
468,235,20,6.5,30,3,1,-22.0,-19.5,3.9183971674334375,-1.134285902892082,-18.081602832566563,-20.63428590289208,1,0,0.07585818002124355,0.9241418199787564
469,235,20,6.5,35,3,1,-22.0,-21.75,0.24022338863096293,-0.14593704298026436,-21.759776611369038,-21.895937042980265,1,0,0.4378234991142019,0.5621765008857982
470,236,20,6.5,30,3,2,-22.0,-19.5,-0.020416168017811882,1.4217516363421374,-22.02041616801781,-18.078248363657863,0,1,0.07585818002124355,0.9241418199787564
471,236,20,6.5,35,3,1,-22.0,-21.75,1.2822042853165077,-0.2025915480881259,-20.717795714683493,-21.952591548088126,1,0,0.4378234991142019,0.5621765008857982
472,237,20,6.5,30,3,1,-22.0,-19.5,2.9964517419135897,-1.5733147709423272,-19.00354825808641,-21.07331477094233,1,0,0.07585818002124355,0.9241418199787564
473,237,20,6.5,35,3,1,-22.0,-21.75,1.9812875013197395,-1.12539852872727,-20.01871249868026,-22.87539852872727,1,0,0.4378234991142019,0.5621765008857982
474,238,20,6.5,30,3,2,-22.0,-19.5,-0.5116098615351842,-0.6533231070596058,-22.511609861535185,-20.153323107059606,0,1,0.07585818002124355,0.9241418199787564
475,238,20,6.5,35,3,2,-22.0,-21.75,-0.022095713966441995,0.600479850552576,-22.022095713966443,-21.149520149447422,0,1,0.4378234991142019,0.5621765008857982
476,239,20,6.5,30,3,2,-22.0,-19.5,1.0012501534907792,0.5681353571063834,-20.99874984650922,-18.931864642893615,0,1,0.07585818002124355,0.9241418199787564
477,239,20,6.5,35,3,2,-22.0,-21.75,0.7312197480109949,0.8126628374272328,-21.268780251989003,-20.937337162572767,0,1,0.4378234991142019,0.5621765008857982
478,240,20,6.5,30,3,2,-22.0,-19.5,1.1506221331401725,-0.11304840795193119,-20.84937786685983,-19.613048407951933,0,1,0.07585818002124355,0.9241418199787564
479,240,20,6.5,35,3,1,-22.0,-21.75,0.4726963387791168,-0.48925861447430063,-21.527303661220884,-22.239258614474302,1,0,0.4378234991142019,0.5621765008857982
480,241,20,6.5,30,3,2,-22.0,-19.5,0.05699629553345238,0.2975031112363925,-21.94300370446655,-19.20249688876361,0,1,0.07585818002124355,0.9241418199787564
481,241,20,6.5,35,3,1,-22.0,-21.75,1.2576889375526465,0.2798428868812863,-20.742311062447353,-21.470157113118713,1,0,0.4378234991142019,0.5621765008857982
482,242,20,6.5,30,3,2,-22.0,-19.5,1.9606691364738733,0.5346658940970176,-20.039330863526125,-18.965334105902983,0,1,0.07585818002124355,0.9241418199787564
483,242,20,6.5,35,3,2,-22.0,-21.75,1.0091324452097168,1.2901094668407411,-20.990867554790285,-20.45989053315926,0,1,0.4378234991142019,0.5621765008857982
484,243,20,6.5,30,3,2,-22.0,-19.5,1.687797645248598,2.0913254018050806,-20.312202354751403,-17.40867459819492,0,1,0.07585818002124355,0.9241418199787564
485,243,20,6.5,35,3,1,-22.0,-21.75,2.9723087348290576,-0.7033960011586772,-19.027691265170944,-22.453396001158676,1,0,0.4378234991142019,0.5621765008857982
486,244,20,6.5,30,3,2,-22.0,-19.5,0.19731157789995013,2.8893013103237957,-21.80268842210005,-16.610698689676205,0,1,0.07585818002124355,0.9241418199787564
487,244,20,6.5,35,3,2,-22.0,-21.75,-0.4924112264904598,1.1570399413596248,-22.49241122649046,-20.592960058640376,0,1,0.4378234991142019,0.5621765008857982
488,245,20,6.5,30,3,2,-22.0,-19.5,-0.10786122646011412,-0.0587763749082192,-22.107861226460113,-19.55877637490822,0,1,0.07585818002124355,0.9241418199787564
489,245,20,6.5,35,3,1,-22.0,-21.75,1.4226863704406605,-0.4003490490633863,-20.577313629559338,-22.150349049063387,1,0,0.4378234991142019,0.5621765008857982
490,246,20,6.5,30,3,2,-22.0,-19.5,-0.3447216957385279,-0.5924042502849182,-22.344721695738528,-20.09240425028492,0,1,0.07585818002124355,0.9241418199787564
491,246,20,6.5,35,3,2,-22.0,-21.75,-0.40074776350950675,1.2925601867486405,-22.400747763509507,-20.45743981325136,0,1,0.4378234991142019,0.5621765008857982
492,247,20,6.5,30,3,2,-22.0,-19.5,-0.22659306989005237,0.49069399773046773,-22.226593069890054,-19.009306002269533,0,1,0.07585818002124355,0.9241418199787564
493,247,20,6.5,35,3,2,-22.0,-21.75,-1.536474615350276,-0.543110151451593,-23.536474615350276,-22.293110151451593,0,1,0.4378234991142019,0.5621765008857982
494,248,20,6.5,30,3,2,-22.0,-19.5,0.9261552458316878,-0.20642883546092847,-21.073844754168313,-19.70642883546093,0,1,0.07585818002124355,0.9241418199787564
495,248,20,6.5,35,3,2,-22.0,-21.75,-0.3466114625391888,1.7857969230398436,-22.34661146253919,-19.964203076960157,0,1,0.4378234991142019,0.5621765008857982
496,249,20,6.5,30,3,2,-22.0,-19.5,0.10808846563583097,3.5444494016211237,-21.89191153436417,-15.955550598378876,0,1,0.07585818002124355,0.9241418199787564
497,249,20,6.5,35,3,2,-22.0,-21.75,-0.5741599825112609,3.207658558904479,-22.57415998251126,-18.54234144109552,0,1,0.4378234991142019,0.5621765008857982
498,250,20,6.5,30,3,2,-22.0,-19.5,-0.2972731885943055,1.5339228181284243,-22.297273188594307,-17.966077181871576,0,1,0.07585818002124355,0.9241418199787564
499,250,20,6.5,35,3,2,-22.0,-21.75,0.4747634131593388,1.2262643539262237,-21.525236586840663,-20.523735646073778,0,1,0.4378234991142019,0.5621765008857982
500,251,20,6.5,30,3,2,-22.0,-19.5,1.073558919285181,-0.9940397725965568,-20.92644108071482,-20.494039772596558,0,1,0.07585818002124355,0.9241418199787564
501,251,20,6.5,35,3,1,-22.0,-21.75,0.44125559095072503,-1.7664937892384855,-21.558744409049275,-23.516493789238485,1,0,0.4378234991142019,0.5621765008857982
502,252,20,6.5,30,3,2,-22.0,-19.5,-1.2549977883372436,1.860162360110214,-23.254997788337242,-17.639837639889787,0,1,0.07585818002124355,0.9241418199787564
503,252,20,6.5,35,3,1,-22.0,-21.75,1.7209001609546821,1.1132580623697044,-20.27909983904532,-20.636741937630294,1,0,0.4378234991142019,0.5621765008857982
504,253,20,6.5,30,3,2,-22.0,-19.5,0.8214351144864479,2.4899104366948484,-21.178564885513552,-17.01008956330515,0,1,0.07585818002124355,0.9241418199787564
505,253,20,6.5,35,3,1,-22.0,-21.75,3.400259989143194,-0.5127071600109447,-18.599740010856806,-22.262707160010944,1,0,0.4378234991142019,0.5621765008857982
506,254,20,6.5,30,3,1,-22.0,-19.5,2.941412215321557,0.2525238947648492,-19.058587784678444,-19.24747610523515,1,0,0.07585818002124355,0.9241418199787564
507,254,20,6.5,35,3,2,-22.0,-21.75,0.35042030962147996,0.4341141231572998,-21.64957969037852,-21.3158858768427,0,1,0.4378234991142019,0.5621765008857982
508,255,20,6.5,30,3,2,-22.0,-19.5,-0.6222412034967932,-0.5229227341540488,-22.62224120349679,-20.022922734154047,0,1,0.07585818002124355,0.9241418199787564
509,255,20,6.5,35,3,1,-22.0,-21.75,2.4778056870256044,1.1157066878946575,-19.522194312974396,-20.634293312105342,1,0,0.4378234991142019,0.5621765008857982
510,256,20,6.5,30,3,2,-22.0,-19.5,-1.018250065354559,-1.0487298397108245,-23.018250065354557,-20.548729839710823,0,1,0.07585818002124355,0.9241418199787564
511,256,20,6.5,35,3,1,-22.0,-21.75,0.17193160762733017,-0.9216179649318469,-21.82806839237267,-22.671617964931848,1,0,0.4378234991142019,0.5621765008857982
512,257,20,6.5,30,3,2,-22.0,-19.5,0.30383679100904226,-1.1057269821223898,-21.696163208990956,-20.60572698212239,0,1,0.07585818002124355,0.9241418199787564
513,257,20,6.5,35,3,2,-22.0,-21.75,-0.6139645680937242,0.021749766191472217,-22.613964568093724,-21.728250233808527,0,1,0.4378234991142019,0.5621765008857982
514,258,20,6.5,30,3,2,-22.0,-19.5,1.1605750046084011,-0.3896838846154424,-20.8394249953916,-19.889683884615444,0,1,0.07585818002124355,0.9241418199787564
515,258,20,6.5,35,3,1,-22.0,-21.75,3.1313021986466327,-1.0614705076996114,-18.868697801353367,-22.81147050769961,1,0,0.4378234991142019,0.5621765008857982
516,259,20,6.5,30,3,2,-22.0,-19.5,0.40706658424036213,0.23823891387926133,-21.59293341575964,-19.26176108612074,0,1,0.07585818002124355,0.9241418199787564
517,259,20,6.5,35,3,1,-22.0,-21.75,1.655625797762931,-0.48697368121499,-20.34437420223707,-22.23697368121499,1,0,0.4378234991142019,0.5621765008857982
518,260,20,6.5,30,3,2,-22.0,-19.5,-0.03413758195093612,-0.973896420841319,-22.034137581950937,-20.47389642084132,0,1,0.07585818002124355,0.9241418199787564
519,260,20,6.5,35,3,1,-22.0,-21.75,0.9424944972950076,-0.2508098966726197,-21.05750550270499,-22.00080989667262,1,0,0.4378234991142019,0.5621765008857982
520,261,20,6.5,30,3,2,-22.0,-19.5,-0.15100833340068956,-0.020911893372783603,-22.15100833340069,-19.520911893372784,0,1,0.07585818002124355,0.9241418199787564
