OBS,PURPOSE,LUGGAGE,AGE,GENDER,TRAIN_TIME,TRAIN_COST,TRAIN_HEADWAY,SM_TIME,SM_COST,SM_HEADWAY,CAR_TIME,CAR_COST,AV_TRAIN,AV_SM,AV_CAR,CHOICE
2237,7,1,1,1,112,2600,120,63,3120,30,48,45,1,1,1,1
2238,7,1,1,1,105,2600,60,63,3120,20,78,35,1,1,1,1
2239,7,1,1,1,105,3120,60,59,3380,10,60,28,1,1,1,2
2240,7,1,1,1,105,2600,120,56,3380,20,60,45,1,1,1,1
2241,7,1,1,1,112,3120,30,63,4160,20,60,45,1,1,1,1
2242,7,0,2,1,331,133,30,160,146,10,280,160,1,1,1,2
2243,7,0,2,1,331,133,120,150,174,10,364,260,1,1,1,2
2244,7,0,2,1,331,120,30,142,161,20,364,200,1,1,1,2
2245,7,0,2,1,253,120,60,142,161,30,224,260,1,1,1,2
2246,7,0,2,1,279,133,30,142,150,30,364,160,1,1,1,2
2247,7,0,2,1,279,120,30,150,137,10,224,200,1,1,1,2
2248,7,0,2,1,279,160,60,142,168,20,224,160,1,1,1,2
2249,7,0,2,1,331,160,30,150,178,30,224,260,1,1,1,2
2250,7,0,2,1,279,133,60,150,174,30,280,200,1,1,1,2
2251,7,3,3,1,267,262,120,91,281,30,200,100,1,1,1,1
2252,7,3,3,1,206,196,120,99,225,30,260,80,1,1,1,2
2253,7,3,3,1,267,196,120,109,245,20,160,80,1,1,1,3
2254,7,3,3,1,226,196,60,109,245,10,260,130,1,1,1,2
2255,7,3,3,1,226,218,120,109,245,30,160,130,1,1,1,3
2256,7,3,3,1,206,218,60,109,245,20,260,100,1,1,1,2
2257,7,3,3,1,206,262,60,99,301,10,200,80,1,1,1,3
2258,7,3,3,1,206,218,120,91,266,20,200,130,1,1,1,2
2259,7,3,3,1,226,262,30,109,357,20,200,130,1,1,1,3
2260,8,1,3,1,121,130,30,52,147,10,90,44,1,1,1,2
2261,8,1,3,1,121,130,120,48,176,10,117,71,1,1,1,1
2262,8,1,3,1,121,117,30,45,162,20,117,55,1,1,1,1
2263,8,1,3,1,94,117,60,45,162,30,72,71,1,1,1,1
2264,8,1,3,1,103,130,30,45,153,30,117,44,1,1,1,2
2265,8,1,3,1,103,117,30,48,136,10,72,55,1,1,1,2
2266,8,1,3,1,103,156,60,45,162,20,72,44,1,1,1,2
2267,8,1,3,1,121,156,30,48,169,30,72,71,1,1,1,2
2268,8,1,3,1,103,130,60,48,176,30,90,55,1,1,1,1
2269,9,1,2,0,110,18,30,71,20,10,90,16,1,1,1,2
2270,9,1,2,0,110,16,30,67,21,20,117,20,1,1,1,2
2271,9,1,2,0,110,18,120,69,23,10,117,26,1,1,1,2
2272,9,1,2,0,85,16,60,67,21,30,72,26,1,1,1,2
2273,9,1,2,0,93,18,30,67,20,30,117,16,1,1,1,2
2274,9,1,2,0,93,22,60,67,23,20,72,16,1,1,1,2
2275,9,1,2,0,93,16,30,69,18,10,72,20,1,1,1,2
2276,9,1,2,0,93,18,60,69,23,30,90,20,1,1,1,2
2277,9,1,2,0,110,22,30,69,24,30,72,26,1,1,1,2
2278,1,0,4,1,103,30,120,31,34,30,70,40,1,1,1,2
2279,1,0,4,1,82,22,120,34,26,30,91,32,1,1,1,2
2280,1,0,4,1,103,22,120,38,28,20,56,32,1,1,1,3
2281,1,0,4,1,89,22,60,38,28,10,91,52,1,1,1,2
2282,1,0,4,1,89,25,120,38,29,30,56,52,1,1,1,2
2283,1,0,4,1,82,25,60,38,29,20,91,40,1,1,1,2
2284,1,0,4,1,82,30,60,34,38,10,70,32,1,1,1,2
2285,1,0,4,1,82,25,120,31,32,20,70,52,1,1,1,2
2286,1,0,4,1,89,30,30,38,43,20,70,52,1,1,1,2
2287,1,0,2,1,271,79,120,104,94,20,299,145,1,1,1,2
2288,1,0,2,1,245,79,30,95,88,10,299,188,1,1,1,2
2289,1,0,2,1,323,79,60,116,110,30,299,116,1,1,1,2
2290,1,0,2,1,245,66,30,104,94,20,184,116,1,1,1,3
2291,1,0,2,1,323,59,60,104,72,20,230,188,1,1,1,2
2292,1,0,2,1,271,59,120,95,86,10,230,116,1,1,1,2
2293,1,0,2,1,245,79,120,116,110,10,184,145,1,1,1,3
2294,1,0,2,1,245,59,30,116,74,30,230,145,1,1,1,2
2295,1,0,2,1,323,66,60,95,80,10,184,145,1,1,1,3
2296,1,0,2,1,126,31,120,47,38,30,70,45,1,1,1,2
2297,1,0,2,1,94,23,120,50,28,30,91,36,1,1,1,2
2298,1,0,2,1,126,23,120,54,31,20,56,36,1,1,1,2
2299,1,0,2,1,105,23,60,54,31,10,91,58,1,1,1,2
2300,1,0,2,1,105,26,120,54,32,30,56,58,1,1,1,2
2301,1,0,2,1,94,26,60,54,32,20,91,45,1,1,1,2
2302,1,0,2,1,94,31,60,50,40,10,70,36,1,1,1,2
2303,1,0,2,1,94,26,120,47,34,20,70,58,1,1,1,2
2304,1,0,2,1,105,31,30,54,45,20,70,58,1,1,1,2
2305,1,0,3,0,54,19,120,30,25,20,65,30,1,1,1,2
2306,1,0,3,0,51,19,30,28,22,10,65,39,1,1,1,2
2307,1,0,3,0,61,19,60,32,31,30,65,24,1,1,1,1
2308,1,0,3,0,51,16,30,30,26,20,40,24,1,1,1,1
2309,1,0,3,0,61,14,60,30,18,20,50,39,1,1,1,2
2310,1,0,3,0,54,14,120,28,22,10,50,24,1,1,1,2
2311,1,0,3,0,51,19,120,32,31,10,40,30,1,1,1,1
2312,1,0,3,0,51,14,30,32,19,30,50,30,1,1,1,1
2313,1,0,3,0,61,16,60,28,21,10,40,30,1,1,1,2
2314,1,0,3,0,110,31,120,55,40,20,91,40,1,1,1,2
2315,1,0,3,0,99,31,30,52,36,10,91,52,1,1,1,2
2316,1,0,3,0,132,31,60,59,45,30,91,32,1,1,1,3
2317,1,0,3,0,99,26,30,55,40,20,56,32,1,1,1,3
2318,1,0,3,0,132,23,60,55,28,20,70,52,1,1,1,2
2319,1,0,3,0,110,23,120,52,36,10,70,32,1,1,1,2
2320,1,0,3,0,99,31,120,59,45,10,56,40,1,1,1,2
2321,1,0,3,0,99,23,30,59,29,30,70,40,1,1,1,2
2322,1,0,3,0,132,26,60,52,32,10,56,40,1,1,1,2
2323,1,0,4,1,104,31,120,49,40,20,104,40,1,1,1,2
2324,1,0,4,1,97,31,30,46,36,10,104,52,1,1,1,2
2325,1,0,4,1,118,31,60,53,45,30,104,32,1,1,1,2
2326,1,0,4,1,97,26,30,49,40,20,64,32,1,1,1,2
2327,1,0,4,1,118,23,60,49,28,20,80,52,1,1,1,2
2328,1,0,4,1,104,23,120,46,36,10,80,32,1,1,1,2
2329,1,0,4,1,97,31,120,53,45,10,64,40,1,1,1,2
2330,1,0,4,1,97,23,30,53,29,30,80,40,1,1,1,2
2331,1,0,4,1,118,26,60,46,32,10,64,40,1,1,1,2
2332,1,1,2,1,138,35,30,66,38,10,100,48,1,1,1,3
2333,1,1,2,1,138,35,120,62,45,10,130,78,1,1,1,2
2334,1,1,2,1,138,31,30,59,42,20,130,60,1,1,1,2
2335,1,1,2,1,106,31,60,59,42,30,80,78,1,1,1,3
2336,1,1,2,1,117,35,30,59,40,30,130,48,1,1,1,2
2337,1,1,2,1,117,31,30,62,35,10,80,60,1,1,1,3
2338,1,1,2,1,117,42,60,59,45,20,80,48,1,1,1,3
2339,1,1,2,1,138,42,30,62,46,30,80,78,1,1,1,3
2340,1,1,2,1,117,35,60,62,45,30,100,60,1,1,1,2
2341,1,1,2,1,299,70,120,135,74,30,180,100,1,1,1,2
2342,1,1,2,1,224,52,120,141,62,30,234,80,1,1,1,2
2343,1,1,2,1,299,52,120,149,64,20,144,80,1,1,1,3
2344,1,1,2,1,249,52,60,149,64,10,234,130,1,1,1,2
2345,1,1,2,1,249,58,120,149,66,30,144,130,1,1,1,3
2346,1,1,2,1,224,58,60,149,66,20,234,100,1,1,1,2
2347,1,1,2,1,224,70,60,141,78,10,180,80,1,1,1,3
2348,1,1,2,1,224,58,120,135,70,20,180,130,1,1,1,3
2349,1,1,2,1,249,70,30,149,91,20,180,130,1,1,1,3
2350,1,1,3,0,119,50,120,70,54,20,130,60,1,1,1,2
2351,1,1,3,0,107,50,30,67,52,10,130,78,1,1,1,2
2352,1,1,3,0,143,50,60,74,62,30,130,48,1,1,1,2
2353,1,1,3,0,107,42,30,70,54,20,80,48,1,1,1,2
2354,1,1,3,0,143,38,60,70,43,20,100,78,1,1,1,2
2355,1,1,3,0,119,38,120,67,50,10,100,48,1,1,1,2
2356,1,1,3,0,107,50,120,74,62,10,80,60,1,1,1,2
2357,1,1,3,0,107,38,30,74,45,30,100,60,1,1,1,2
2358,1,1,3,0,143,42,60,67,49,10,80,60,1,1,1,2
2359,1,0,2,0,341,62,30,202,66,10,200,100,1,1,1,2
2360,1,0,2,0,341,62,120,194,80,10,260,162,1,1,1,2
2361,1,0,2,0,341,56,30,188,74,20,260,125,1,1,1,2
2362,1,0,2,0,280,56,60,188,74,30,160,162,1,1,1,2
2363,1,0,2,0,300,62,30,188,70,30,260,100,1,1,1,2
2364,1,0,2,0,300,56,30,194,62,10,160,125,1,1,1,2
2365,1,0,2,0,300,74,60,188,78,20,160,100,1,1,1,2
2366,1,0,2,0,341,74,30,194,80,30,160,162,1,1,1,2
2367,1,0,2,0,300,62,60,194,80,30,200,125,1,1,1,2
2368,1,0,4,1,96,22,30,67,48,10,70,32,1,1,1,1
2369,1,0,4,1,96,22,120,63,56,10,91,52,1,1,1,1
2370,1,0,4,1,96,20,30,60,52,20,91,40,1,1,1,1
2371,1,0,4,1,75,20,60,60,52,30,56,52,1,1,1,1
2372,1,0,4,1,82,22,30,60,50,30,91,32,1,1,1,1
2373,1,0,4,1,82,20,30,63,45,10,56,40,1,1,1,1
2374,1,0,4,1,82,26,60,60,53,20,56,32,1,1,1,1
2375,1,0,4,1,96,26,30,63,56,30,56,52,1,1,1,1
2376,1,0,4,1,82,22,60,63,56,30,70,40,1,1,1,1
2377,1,1,2,0,200,74,120,71,82,20,325,160,1,1,1,2
2378,1,1,2,0,182,74,30,63,78,10,325,208,1,1,1,2
2379,1,1,2,0,236,74,60,81,99,30,325,128,1,1,1,2
2380,1,1,2,0,182,62,30,71,86,20,200,128,1,1,1,2
2381,1,1,2,0,236,56,60,71,64,20,250,208,1,1,1,2
2382,1,1,2,0,200,56,120,63,78,10,250,128,1,1,1,2
2383,1,1,2,0,182,74,120,81,99,10,200,160,1,1,1,2
2384,1,1,2,0,182,56,30,81,66,30,250,160,1,1,1,2
2385,1,1,2,0,236,62,60,63,72,10,200,160,1,1,1,2
2386,1,0,2,0,193,62,120,50,66,30,200,115,1,1,1,2
2387,1,0,2,0,150,47,120,56,53,30,260,92,1,1,1,2
2388,1,0,2,0,193,47,120,64,57,20,160,92,1,1,1,3
2389,1,0,2,0,164,47,60,64,57,10,260,149,1,1,1,3
2390,1,0,2,0,164,52,120,64,57,30,160,149,1,1,1,3
2391,1,0,2,0,150,52,60,64,57,20,260,115,1,1,1,3
2392,1,0,2,0,150,62,60,56,70,10,200,92,1,1,1,2
2393,1,0,2,0,150,52,120,50,62,20,200,149,1,1,1,2
2394,1,0,2,0,164,62,30,64,82,20,200,149,1,1,1,3
2395,1,0,4,1,146,40,30,55,45,10,120,56,1,1,1,3
2396,1,0,4,1,146,40,120,49,53,10,156,91,1,1,1,2
2397,1,0,4,1,146,36,30,44,50,20,156,70,1,1,1,2
2398,1,0,4,1,114,36,60,44,50,30,96,91,1,1,1,3
2399,1,0,4,1,125,40,30,44,46,30,156,56,1,1,1,3
2400,1,0,4,1,125,36,30,49,42,10,96,70,1,1,1,2
2401,1,0,4,1,125,48,60,44,50,20,96,56,1,1,1,3
2402,1,0,4,1,146,48,30,49,53,30,96,91,1,1,1,2
2403,1,0,4,1,125,40,60,49,53,30,120,70,1,1,1,2
2404,1,0,2,1,120,63,30,94,70,10,90,44,1,1,1,3
2405,1,0,2,1,120,63,120,92,80,10,117,71,1,1,1,2
2406,1,0,2,1,120,57,30,90,76,20,117,55,1,1,1,2
2407,1,0,2,1,95,57,60,90,76,30,72,71,1,1,1,3
2408,1,0,2,1,103,63,30,90,71,30,117,44,1,1,1,3
2409,1,0,2,1,103,57,30,92,63,10,72,55,1,1,1,3
2410,1,0,2,1,103,76,60,90,83,20,72,44,1,1,1,3
2411,1,0,2,1,120,76,30,92,83,30,72,71,1,1,1,3
2412,1,0,2,1,103,63,60,92,80,30,90,55,1,1,1,3
2413,1,0,2,1,89,60,120,34,76,20,91,45,1,1,1,2
2414,1,0,2,1,82,60,30,31,68,10,91,58,1,1,1,1
2415,1,0,2,1,103,60,60,38,86,30,91,36,1,1,1,3
2416,1,0,2,1,82,50,30,34,76,20,56,36,1,1,1,3
2417,1,0,2,1,103,45,60,34,52,20,70,58,1,1,1,2
2418,1,0,2,1,89,45,120,31,68,10,70,36,1,1,1,2
2419,1,0,2,1,82,60,120,38,86,10,56,45,1,1,1,3
2420,1,0,2,1,82,45,30,38,57,30,70,45,1,1,1,2
2421,1,0,2,1,103,50,60,31,63,10,56,45,1,1,1,2
2422,1,0,3,1,120,96,120,65,106,20,130,60,1,1,1,2
2423,1,0,3,1,109,96,30,62,99,10,130,78,1,1,1,2
2424,1,0,3,1,142,96,60,69,123,30,130,48,1,1,1,3
2425,1,0,3,1,109,80,30,65,106,20,80,48,1,1,1,3
2426,1,0,3,1,142,72,60,65,83,20,100,78,1,1,1,2
2427,1,0,3,1,120,72,120,62,98,10,100,48,1,1,1,3
2428,1,0,3,1,109,96,120,69,123,10,80,60,1,1,1,3
2429,1,0,3,1,109,72,30,69,90,30,100,60,1,1,1,2
2430,1,0,3,1,142,80,60,62,95,10,80,60,1,1,1,2
2431,1,0,3,1,222,111,30,90,123,10,170,76,1,1,1,3
2432,1,0,3,1,222,111,120,82,149,10,221,123,1,1,1,2
2433,1,0,3,1,222,100,30,76,139,20,221,95,1,1,1,2
2434,1,0,3,1,171,100,60,76,139,30,136,123,1,1,1,2
2435,1,0,3,1,188,111,30,76,132,30,221,76,1,1,1,2
2436,1,0,3,1,188,100,30,82,114,10,136,95,1,1,1,2
2437,1,0,3,1,188,133,60,76,144,20,136,76,1,1,1,3
2438,1,0,3,1,222,133,30,82,149,30,136,123,1,1,1,3
2439,1,0,3,1,188,111,60,82,149,30,170,95,1,1,1,3
2440,1,0,3,1,163,43,30,124,50,10,40,24,1,1,1,3
2441,1,0,3,1,163,43,120,122,62,10,52,39,1,1,1,3
2442,1,0,3,1,163,39,30,120,57,20,52,30,1,1,1,3
2443,1,0,3,1,138,39,60,120,57,30,32,39,1,1,1,3
2444,1,0,3,1,146,43,30,120,53,30,52,24,1,1,1,3
2445,1,0,3,1,146,39,30,122,45,10,32,30,1,1,1,3
2446,1,0,3,1,146,52,60,120,58,20,32,24,1,1,1,3
2447,1,0,3,1,163,52,30,122,63,30,32,39,1,1,1,3
2448,1,0,3,1,146,43,60,122,62,30,40,30,1,1,1,3
2449,1,0,1,1,89,60,120,34,76,20,91,35,1,1,1,2
2450,1,0,1,1,82,60,30,31,68,10,91,45,1,1,1,2
2451,1,0,1,1,103,60,60,38,86,30,91,28,1,1,1,3
2452,1,0,1,1,82,50,30,34,76,20,56,28,1,1,1,3
2453,1,0,1,1,103,45,60,34,52,20,70,45,1,1,1,2
2454,1,0,1,1,89,45,120,31,68,10,70,28,1,1,1,2
2455,1,0,1,1,82,60,120,38,86,10,56,35,1,1,1,3
2456,1,0,1,1,82,45,30,38,57,30,70,35,1,1,1,2
2457,1,0,1,1,103,50,60,31,63,10,56,35,1,1,1,3
2458,1,0,3,0,126,62,120,71,76,20,91,40,1,1,1,3
2459,1,0,3,0,114,62,30,68,71,10,91,52,1,1,1,3
2460,1,0,3,0,149,62,60,75,90,30,91,32,1,1,1,3
2461,1,0,3,0,114,52,30,71,80,20,56,32,1,1,1,3
2462,1,0,3,0,149,47,60,71,53,20,70,52,1,1,1,3
2463,1,0,3,0,126,47,120,68,70,10,70,32,1,1,1,3
2464,1,0,3,0,114,62,120,75,90,10,56,40,1,1,1,3
2465,1,0,3,0,114,47,30,75,58,30,70,40,1,1,1,3
2466,1,0,3,0,149,52,60,68,65,10,56,40,1,1,1,3
2467,1,0,3,1,145,64,120,90,80,20,91,40,1,1,1,3
2468,1,0,3,1,138,64,30,87,76,10,91,52,1,1,1,2
2469,1,0,3,1,159,64,60,94,90,30,91,32,1,1,1,3
2470,1,0,3,1,138,53,30,90,80,20,56,32,1,1,1,3
2471,1,0,3,1,159,48,60,90,57,20,70,52,1,1,1,2
2472,1,0,3,1,145,48,120,87,71,10,70,32,1,1,1,3
2473,1,0,3,1,138,64,120,94,90,10,56,40,1,1,1,3
2474,1,0,3,1,138,48,30,94,62,30,70,40,1,1,1,2
2475,1,0,3,1,159,53,60,87,68,10,56,40,1,1,1,2
2476,1,0,4,1,92,84,120,37,98,20,117,55,1,1,1,2
2477,1,0,4,1,85,84,30,34,91,10,117,71,1,1,1,2
2478,1,0,4,1,106,84,60,41,111,30,117,44,1,1,1,3
2479,1,0,4,1,85,70,30,37,98,20,72,44,1,1,1,1
2480,1,0,4,1,106,63,60,37,76,20,90,71,1,1,1,2
2481,1,0,4,1,92,63,120,34,91,10,90,44,1,1,1,3
2482,1,0,4,1,85,84,120,41,111,10,72,55,1,1,1,3
2483,1,0,4,1,85,63,30,41,80,30,90,55,1,1,1,1
2484,1,0,4,1,106,70,60,34,86,10,72,55,1,1,1,2
2485,1,1,1,1,200,148,120,71,165,20,273,120,1,1,1,2
2486,1,1,1,1,182,148,30,63,156,10,273,156,1,1,1,2
2487,1,1,1,1,236,148,60,81,198,30,273,96,1,1,1,3
2488,1,1,1,1,182,123,30,71,172,20,168,96,1,1,1,3
2489,1,1,1,1,236,111,60,71,128,20,210,156,1,1,1,2
2490,1,1,1,1,200,111,120,63,156,10,210,96,1,1,1,2
2491,1,1,1,1,182,148,120,81,198,10,168,120,1,1,1,3
2492,1,1,1,1,182,111,30,81,132,30,210,120,1,1,1,2
2493,1,1,1,1,236,123,60,63,144,10,168,120,1,1,1,2
2494,1,1,2,1,130,100,120,60,103,30,100,60,1,1,1,3
2495,1,1,2,1,103,75,120,63,86,30,130,48,1,1,1,2
2496,1,1,2,1,130,75,120,67,90,20,80,48,1,1,1,3
2497,1,1,2,1,112,75,60,67,90,10,130,78,1,1,1,2
2498,1,1,2,1,112,83,120,67,91,30,80,78,1,1,1,3
2499,1,1,2,1,103,83,60,67,91,20,130,60,1,1,1,2
2500,1,1,2,1,103,100,60,63,108,10,100,48,1,1,1,3
2501,1,1,2,1,103,83,120,60,95,20,100,78,1,1,1,3
2502,1,1,2,1,112,100,30,67,123,20,100,78,1,1,1,3
2503,1,1,3,0,119,91,120,64,103,20,130,70,1,1,1,2
2504,1,1,3,0,108,91,30,61,98,10,130,91,1,1,1,2
2505,1,1,3,0,141,91,60,68,116,30,130,56,1,1,1,3
2506,1,1,3,0,108,76,30,64,103,20,80,56,1,1,1,3
2507,1,1,3,0,141,68,60,64,80,20,100,91,1,1,1,2
2508,1,1,3,0,119,68,120,61,95,10,100,56,1,1,1,3
2509,1,1,3,0,108,91,120,68,116,10,80,70,1,1,1,3
2510,1,1,3,0,108,68,30,68,86,30,100,70,1,1,1,2
2511,1,1,3,0,141,76,60,61,91,10,80,70,1,1,1,2
2512,1,1,3,1,191,103,120,103,103,30,140,95,1,1,1,3
2513,1,1,3,1,146,77,120,106,86,30,182,76,1,1,1,3
2514,1,1,3,1,191,77,120,110,90,20,112,76,1,1,1,3
2515,1,1,3,1,161,77,60,110,90,10,182,123,1,1,1,2
2516,1,1,3,1,161,86,120,110,91,30,112,123,1,1,1,3
2517,1,1,3,1,146,86,60,110,91,20,182,95,1,1,1,2
2518,1,1,3,1,146,103,60,106,106,10,140,76,1,1,1,3
2519,1,1,3,1,146,86,120,103,95,20,140,123,1,1,1,2
2520,1,1,3,1,161,103,30,110,116,20,140,123,1,1,1,3
2521,1,0,2,1,54,40,120,30,50,20,65,30,1,1,1,2
2522,1,0,2,1,51,40,30,28,45,10,65,39,1,1,1,2
2523,1,0,2,1,61,40,60,32,62,30,65,24,1,1,1,3
2524,1,0,2,1,51,33,30,30,52,20,40,24,1,1,1,3
2525,1,0,2,1,61,30,60,30,37,20,50,39,1,1,1,2
2526,1,0,2,1,54,30,120,28,45,10,50,24,1,1,1,3
2527,1,0,2,1,51,40,120,32,62,10,40,30,1,1,1,3
2528,1,0,2,1,51,30,30,32,38,30,50,30,1,1,1,2
2529,1,0,2,1,61,33,60,28,42,10,40,30,1,1,1,2
2530,1,0,3,1,189,133,120,81,149,20,221,135,1,1,1,2
2531,1,0,3,1,171,133,30,75,144,10,221,175,1,1,1,2
2532,1,0,3,1,225,133,60,89,172,30,221,108,1,1,1,2
2533,1,0,3,1,171,111,30,81,149,20,136,108,1,1,1,2
2534,1,0,3,1,225,100,60,81,114,20,170,175,1,1,1,2
2535,1,0,3,1,189,100,120,75,139,10,170,108,1,1,1,2
2536,1,0,3,1,171,133,120,89,172,10,136,135,1,1,1,3
2537,1,0,3,1,171,100,30,89,123,30,170,135,1,1,1,3
2538,1,0,3,1,225,111,60,75,132,10,136,135,1,1,1,2
2539,1,1,2,1,227,106,30,91,123,10,170,88,1,1,1,3
2540,1,1,2,1,227,106,120,83,144,10,221,143,1,1,1,2
2541,1,1,2,1,227,95,30,77,132,20,221,110,1,1,1,2
2542,1,1,2,1,173,95,60,77,132,30,136,143,1,1,1,2
2543,1,1,2,1,191,106,30,77,128,30,221,88,1,1,1,2
2544,1,1,2,1,191,95,30,83,111,10,136,110,1,1,1,2
2545,1,1,2,1,191,127,60,77,139,20,136,88,1,1,1,3
2546,1,1,2,1,227,127,30,83,144,30,136,143,1,1,1,2
2547,1,1,2,1,191,106,60,83,144,30,170,110,1,1,1,2
2548,1,1,3,1,167,130,120,112,139,20,221,110,1,1,1,2
2549,1,1,3,1,151,130,30,109,132,10,221,143,1,1,1,2
2550,1,1,3,1,198,130,60,116,156,30,221,88,1,1,1,3
2551,1,1,3,1,151,108,30,112,132,20,136,88,1,1,1,3
2552,1,1,3,1,198,97,60,112,108,20,170,143,1,1,1,2
2553,1,1,3,1,167,97,120,109,123,10,170,88,1,1,1,3
2554,1,1,3,1,151,130,120,116,156,10,136,110,1,1,1,2
2555,1,1,3,1,151,97,30,116,111,30,170,110,1,1,1,2
2556,1,1,3,1,198,108,60,109,123,10,136,110,1,1,1,2
2557,1,0,3,1,388,193,120,280,210,20,299,165,1,1,1,2
2558,1,0,3,1,355,193,30,274,198,10,299,214,1,1,1,2
2559,1,0,3,1,454,193,60,288,231,30,299,132,1,1,1,3
2560,1,0,3,1,355,161,30,280,198,20,184,132,1,1,1,3
2561,1,0,3,1,454,145,60,280,161,20,230,214,1,1,1,2
2562,1,0,3,1,388,145,120,274,182,10,230,132,1,1,1,3
2563,1,0,3,1,355,193,120,288,231,10,184,165,1,1,1,3
2564,1,0,3,1,355,145,30,288,165,30,230,165,1,1,1,2
2565,1,0,3,1,454,161,60,274,182,10,184,165,1,1,1,3
2566,1,0,5,0,118,53,30,51,63,10,70,32,1,1,1,3
2567,1,0,5,0,118,53,120,47,80,10,91,52,1,1,1,3
2568,1,0,5,0,118,48,30,44,71,20,91,40,1,1,1,1
2569,1,0,5,0,94,48,60,44,71,30,56,52,1,1,1,3
2570,1,0,5,0,102,53,30,44,68,30,91,32,1,1,1,3
2571,1,0,5,0,102,48,30,47,57,10,56,40,1,1,1,2
2572,1,0,5,0,102,64,60,44,76,20,56,32,1,1,1,3
2573,1,0,5,0,118,64,30,47,80,30,56,52,1,1,1,3
2574,1,0,5,0,102,53,60,47,80,30,70,40,1,1,1,3
2575,1,0,3,0,146,80,30,55,90,10,110,64,1,1,1,2
2576,1,0,3,0,146,80,120,49,106,10,143,104,1,1,1,2
2577,1,0,3,0,146,72,30,44,99,20,143,80,1,1,1,2
2578,1,0,3,0,114,72,60,44,99,30,88,104,1,1,1,2
2579,1,0,3,0,125,80,30,44,91,30,143,64,1,1,1,2
2580,1,0,3,0,125,72,30,49,83,10,88,80,1,1,1,3
2581,1,0,3,0,125,96,60,44,99,20,88,64,1,1,1,3
2582,1,0,3,0,146,96,30,49,106,30,88,104,1,1,1,3
2583,1,0,3,0,125,80,60,49,106,30,110,80,1,1,1,3
2584,1,0,4,1,1022,137,120,785,144,30,200,130,1,1,1,2
2585,1,0,4,1,788,103,120,790,114,30,260,104,1,1,1,2
2586,1,0,4,1,1022,103,120,796,123,20,160,104,1,1,1,2
2587,1,0,4,1,866,103,60,796,123,10,260,169,1,1,1,2
2588,1,0,4,1,866,114,120,796,128,30,160,169,1,1,1,2
2589,1,0,4,1,788,114,60,796,128,20,260,130,1,1,1,2
2590,1,0,4,1,788,137,60,790,149,10,200,104,1,1,1,2
2591,1,0,4,1,788,114,120,785,128,20,200,169,1,1,1,2
2592,1,0,4,1,866,137,30,796,165,20,200,169,1,1,1,2
2593,1,0,2,0,175,89,120,120,90,20,130,60,1,1,1,3
2594,1,0,2,0,160,89,30,117,88,10,130,78,1,1,1,2
2595,1,0,2,0,205,89,60,124,97,30,130,48,1,1,1,3
2596,1,0,2,0,160,74,30,120,88,20,80,48,1,1,1,3
2597,1,0,2,0,205,67,60,120,74,20,100,78,1,1,1,2
2598,1,0,2,0,175,67,120,117,81,10,100,48,1,1,1,3
2599,1,0,2,0,160,89,120,124,97,10,80,60,1,1,1,3
2600,1,0,2,0,160,67,30,124,76,30,100,60,1,1,1,3
2601,1,0,2,0,205,74,60,117,81,10,80,60,1,1,1,3
2602,1,0,2,1,236,105,30,81,118,10,190,132,1,1,1,2
2603,1,0,2,1,236,105,120,71,146,10,247,214,1,1,1,2
2604,1,0,2,1,236,94,30,63,133,20,247,165,1,1,1,2
2605,1,0,2,1,182,94,60,63,133,30,152,214,1,1,1,3
2606,1,0,2,1,200,105,30,63,122,30,247,132,1,1,1,2
2607,1,0,2,1,200,94,30,71,109,10,152,165,1,1,1,3
2608,1,0,2,1,200,126,60,63,133,20,152,132,1,1,1,3
2609,1,0,2,1,236,126,30,71,140,30,152,214,1,1,1,3
2610,1,0,2,1,200,105,60,71,146,30,190,165,1,1,1,2
2611,1,0,3,1,61,29,30,32,34,10,40,24,1,1,1,2
2612,1,0,3,1,61,29,120,30,44,10,52,39,1,1,1,2
2613,1,0,3,1,61,26,30,28,38,20,52,30,1,1,1,2
2614,1,0,3,1,51,26,60,28,38,30,32,39,1,1,1,2
2615,1,0,3,1,54,29,30,28,36,30,52,24,1,1,1,2
2616,1,0,3,1,54,26,30,30,32,10,32,30,1,1,1,2
2617,1,0,3,1,54,35,60,28,38,20,32,24,1,1,1,2
2618,1,0,3,1,61,35,30,30,42,30,32,39,1,1,1,2
2619,1,0,3,1,54,29,60,30,44,30,40,30,1,1,1,2
2620,1,0,2,1,236,126,120,63,133,30,210,125,1,1,1,2
2621,1,0,2,1,182,94,120,71,109,30,273,100,1,1,1,2
2622,1,0,2,1,236,94,120,81,112,20,168,100,1,1,1,2
2623,1,0,2,1,200,94,60,81,112,10,273,162,1,1,1,2
2624,1,0,2,1,200,105,120,81,118,30,168,162,1,1,1,2
2625,1,0,2,1,182,105,60,81,118,20,273,125,1,1,1,2
2626,1,0,2,1,182,126,60,71,140,10,210,100,1,1,1,2
2627,1,0,2,1,182,105,120,63,122,20,210,162,1,1,1,2
2628,1,0,2,1,200,126,30,81,168,20,210,162,1,1,1,2
2629,1,0,4,1,61,29,30,32,34,10,40,28,1,1,1,3
2630,1,0,4,1,61,29,120,30,44,10,52,45,1,1,1,2
2631,1,0,4,1,61,26,30,28,38,20,52,35,1,1,1,2
2632,1,0,4,1,51,26,60,28,38,30,32,45,1,1,1,3
