ID,TIME_ROUTE_1,COST_ROUTE_1,TIME_ROUTE_2,COST_ROUTE_2,CHOICE
535,20,6.5,30,3,
535,20,6.5,35,3,
536,20,6.5,30,3,
536,20,6.5,35,3,
537,20,6.5,30,3,
537,20,6.5,35,3,
538,20,6.5,30,3,
538,20,6.5,35,3,
539,20,6.5,30,3,
539,20,6.5,35,3,
540,20,6.5,30,3,
540,20,6.5,35,3,
541,20,6.5,30,3,
541,20,6.5,35,3,
542,20,6.5,30,3,
542,20,6.5,35,3,
543,20,6.5,30,3,
543,20,6.5,35,3,
544,20,6.5,30,3,
544,20,6.5,35,3,
545,20,6.5,30,3,
545,20,6.5,35,3,
546,20,6.5,30,3,
546,20,6.5,35,3,
547,20,6.5,30,3,
547,20,6.5,35,3,
548,20,6.5,30,3,
548,20,6.5,35,3,
549,20,6.5,30,3,
549,20,6.5,35,3,
550,20,6.5,30,3,
550,20,6.5,35,3,
551,20,6.5,30,3,
551,20,6.5,35,3,
552,20,6.5,30,3,
552,20,6.5,35,3,
553,20,6.5,30,3,
553,20,6.5,35,3,
554,20,6.5,30,3,
554,20,6.5,35,3,
555,20,6.5,30,3,
555,20,6.5,35,3,
556,20,6.5,30,3,
556,20,6.5,35,3,
557,20,6.5,30,3,
557,20,6.5,35,3,
558,20,6.5,30,3,
558,20,6.5,35,3,
559,20,6.5,30,3,
559,20,6.5,35,3,
560,20,6.5,30,3,
560,20,6.5,35,3,
561,20,6.5,30,3,
561,20,6.5,35,3,
562,20,6.5,30,3,
562,20,6.5,35,3,
563,20,6.5,30,3,
563,20,6.5,35,3,
564,20,6.5,30,3,
564,20,6.5,35,3,
565,20,6.5,30,3,
565,20,6.5,35,3,
566,20,6.5,30,3,
566,20,6.5,35,3,
567,20,6.5,30,3,
567,20,6.5,35,3,
568,20,6.5,30,3,
568,20,6.5,35,3,
569,20,6.5,30,3,
569,20,6.5,35,3,
570,20,6.5,30,3,
570,20,6.5,35,3,
571,20,6.5,30,3,
571,20,6.5,35,3,
572,20,6.5,30,3,
572,20,6.5,35,3,
573,20,6.5,30,3,
573,20,6.5,35,3,
574,20,6.5,30,3,
574,20,6.5,35,3,
575,20,6.5,30,3,
575,20,6.5,35,3,
576,20,6.5,30,3,
576,20,6.5,35,3,
577,20,6.5,30,3,
577,20,6.5,35,3,
578,20,6.5,30,3,
578,20,6.5,35,3,
579,20,6.5,30,3,
579,20,6.5,35,3,
580,20,6.5,30,3,
580,20,6.5,35,3,
581,20,6.5,30,3,
581,20,6.5,35,3,
582,20,6.5,30,3,
582,20,6.5,35,3,
583,20,6.5,30,3,
583,20,6.5,35,3,
584,20,6.5,30,3,
584,20,6.5,35,3,
585,20,6.5,30,3,
585,20,6.5,35,3,
586,20,6.5,30,3,
586,20,6.5,35,3,
587,20,6.5,30,3,
587,20,6.5,35,3,
588,20,6.5,30,3,
588,20,6.5,35,3,
589,20,6.5,30,3,
589,20,6.5,35,3,
590,20,6.5,30,3,
590,20,6.5,35,3,
591,20,6.5,30,3,
591,20,6.5,35,3,
592,20,6.5,30,3,
592,20,6.5,35,3,
593,20,6.5,30,3,
593,20,6.5,35,3,
594,20,6.5,30,3,
594,20,6.5,35,3,
595,20,6.5,30,3,
595,20,6.5,35,3,
596,20,6.5,30,3,
596,20,6.5,35,3,
597,20,6.5,30,3,
597,20,6.5,35,3,
598,20,6.5,30,3,
598,20,6.5,35,3,
599,20,6.5,30,3,
599,20,6.5,35,3,
600,20,6.5,30,3,
600,20,6.5,35,3,
601,20,6.5,30,3,
601,20,6.5,35,3,
602,20,6.5,30,3,
602,20,6.5,35,3,
603,20,6.5,30,3,
603,20,6.5,35,3,
604,20,6.5,30,3,
604,20,6.5,35,3,
605,20,6.5,30,3,
605,20,6.5,35,3,
606,20,6.5,30,3,
606,20,6.5,35,3,
607,20,6.5,30,3,
607,20,6.5,35,3,
608,20,6.5,30,3,
608,20,6.5,35,3,
609,20,6.5,30,3,
609,20,6.5,35,3,
610,20,6.5,30,3,
610,20,6.5,35,3,
611,20,6.5,30,3,
611,20,6.5,35,3,
612,20,6.5,30,3,
612,20,6.5,35,3,
613,20,6.5,30,3,
613,20,6.5,35,3,
614,20,6.5,30,3,
614,20,6.5,35,3,
615,20,6.5,30,3,
615,20,6.5,35,3,
616,20,6.5,30,3,
616,20,6.5,35,3,
617,20,6.5,30,3,
617,20,6.5,35,3,
618,20,6.5,30,3,
618,20,6.5,35,3,
619,20,6.5,30,3,
619,20,6.5,35,3,
620,20,6.5,30,3,
620,20,6.5,35,3,
621,20,6.5,30,3,
621,20,6.5,35,3,
622,20,6.5,30,3,
622,20,6.5,35,3,
623,20,6.5,30,3,
623,20,6.5,35,3,
624,20,6.5,30,3,
624,20,6.5,35,3,
625,20,6.5,30,3,
625,20,6.5,35,3,
626,20,6.5,30,3,
626,20,6.5,35,3,
627,20,6.5,30,3,
627,20,6.5,35,3,
628,20,6.5,30,3,
628,20,6.5,35,3,
629,20,6.5,30,3,
629,20,6.5,35,3,
630,20,6.5,30,3,
630,20,6.5,35,3,
631,20,6.5,30,3,
631,20,6.5,35,3,
632,20,6.5,30,3,
632,20,6.5,35,3,
633,20,6.5,30,3,
633,20,6.5,35,3,
634,20,6.5,30,3,
634,20,6.5,35,3,
635,20,6.5,30,3,
635,20,6.5,35,3,
636,20,6.5,30,3,
636,20,6.5,35,3,
637,20,6.5,30,3,
637,20,6.5,35,3,
638,20,6.5,30,3,
638,20,6.5,35,3,
639,20,6.5,30,3,
639,20,6.5,35,3,
640,20,6.5,30,3,
640,20,6.5,35,3,
641,20,6.5,30,3,
641,20,6.5,35,3,
642,20,6.5,30,3,
642,20,6.5,35,3,
643,20,6.5,30,3,
643,20,6.5,35,3,
644,20,6.5,30,3,
644,20,6.5,35,3,
645,20,6.5,30,3,
645,20,6.5,35,3,
646,20,6.5,30,3,
646,20,6.5,35,3,
647,20,6.5,30,3,
647,20,6.5,35,3,
648,20,6.5,30,3,
648,20,6.5,35,3,
649,20,6.5,30,3,
649,20,6.5,35,3,
650,20,6.5,30,3,
650,20,6.5,35,3,
651,20,6.5,30,3,
651,20,6.5,35,3,
652,20,6.5,30,3,
652,20,6.5,35,3,
653,20,6.5,30,3,
653,20,6.5,35,3,
654,20,6.5,30,3,
654,20,6.5,35,3,
655,20,6.5,30,3,
655,20,6.5,35,3,
656,20,6.5,30,3,
656,20,6.5,35,3,
657,20,6.5,30,3,
657,20,6.5,35,3,
658,20,6.5,30,3,
658,20,6.5,35,3,
659,20,6.5,30,3,
659,20,6.5,35,3,
660,20,6.5,30,3,
660,20,6.5,35,3,
661,20,6.5,30,3,
661,20,6.5,35,3,
662,20,6.5,30,3,
662,20,6.5,35,3,
663,20,6.5,30,3,
663,20,6.5,35,3,
664,20,6.5,30,3,
664,20,6.5,35,3,
665,20,6.5,30,3,
665,20,6.5,35,3,
666,20,6.5,30,3,
666,20,6.5,35,3,
667,20,6.5,30,3,
667,20,6.5,35,3,
668,20,6.5,30,3,
668,20,6.5,35,3,
669,20,6.5,30,3,
669,20,6.5,35,3,
670,20,6.5,30,3,
670,20,6.5,35,3,
671,20,6.5,30,3,
671,20,6.5,35,3,
672,20,6.5,30,3,
672,20,6.5,35,3,
673,20,6.5,30,3,
673,20,6.5,35,3,
674,20,6.5,30,3,
674,20,6.5,35,3,
675,20,6.5,30,3,
675,20,6.5,35,3,
676,20,6.5,30,3,
676,20,6.5,35,3,
677,20,6.5,30,3,
677,20,6.5,35,3,
678,20,6.5,30,3,
678,20,6.5,35,3,
679,20,6.5,30,3,
679,20,6.5,35,3,
680,20,6.5,30,3,
680,20,6.5,35,3,
681,20,6.5,30,3,
681,20,6.5,35,3,
682,20,6.5,30,3,
682,20,6.5,35,3,
683,20,6.5,30,3,
683,20,6.5,35,3,
684,20,6.5,30,3,
684,20,6.5,35,3,
685,20,6.5,30,3,
685,20,6.5,35,3,
686,20,6.5,30,3,
686,20,6.5,35,3,
687,20,6.5,30,3,
687,20,6.5,35,3,
688,20,6.5,30,3,
688,20,6.5,35,3,
689,20,6.5,30,3,
689,20,6.5,35,3,
690,20,6.5,30,3,
690,20,6.5,35,3,
691,20,6.5,30,3,
691,20,6.5,35,3,
692,20,6.5,30,3,
692,20,6.5,35,3,
693,20,6.5,30,3,
693,20,6.5,35,3,
694,20,6.5,30,3,
694,20,6.5,35,3,
695,20,6.5,30,3,
695,20,6.5,35,3,
696,20,6.5,30,3,
696,20,6.5,35,3,
697,20,6.5,30,3,
697,20,6.5,35,3,
698,20,6.5,30,3,
698,20,6.5,35,3,
699,20,6.5,30,3,
699,20,6.5,35,3,
700,20,6.5,30,3,
700,20,6.5,35,3,
701,20,6.5,30,3,
701,20,6.5,35,3,
702,20,6.5,30,3,
702,20,6.5,35,3,
703,20,6.5,30,3,
703,20,6.5,35,3,
704,20,6.5,30,3,
704,20,6.5,35,3,
705,20,6.5,30,3,
705,20,6.5,35,3,
706,20,6.5,30,3,
706,20,6.5,35,3,
707,20,6.5,30,3,
707,20,6.5,35,3,
708,20,6.5,30,3,
708,20,6.5,35,3,
709,20,6.5,30,3,
709,20,6.5,35,3,
710,20,6.5,30,3,
710,20,6.5,35,3,
711,20,6.5,30,3,
711,20,6.5,35,3,
712,20,6.5,30,3,
712,20,6.5,35,3,
713,20,6.5,30,3,
713,20,6.5,35,3,
714,20,6.5,30,3,
714,20,6.5,35,3,
715,20,6.5,30,3,
715,20,6.5,35,3,
716,20,6.5,30,3,
716,20,6.5,35,3,
717,20,6.5,30,3,
717,20,6.5,35,3,
718,20,6.5,30,3,
718,20,6.5,35,3,
719,20,6.5,30,3,
719,20,6.5,35,3,
720,20,6.5,30,3,
720,20,6.5,35,3,
721,20,6.5,30,3,
721,20,6.5,35,3,
722,20,6.5,30,3,
722,20,6.5,35,3,
723,20,6.5,30,3,
723,20,6.5,35,3,
724,20,6.5,30,3,
724,20,6.5,35,3,
725,20,6.5,30,3,
725,20,6.5,35,3,
726,20,6.5,30,3,
726,20,6.5,35,3,
727,20,6.5,30,3,
727,20,6.5,35,3,
728,20,6.5,30,3,
728,20,6.5,35,3,
729,20,6.5,30,3,
729,20,6.5,35,3,
730,20,6.5,30,3,
730,20,6.5,35,3,
731,20,6.5,30,3,
731,20,6.5,35,3,
732,20,6.5,30,3,
732,20,6.5,35,3,
733,20,6.5,30,3,
733,20,6.5,35,3,
734,20,6.5,30,3,
734,20,6.5,35,3,
735,20,6.5,30,3,
735,20,6.5,35,3,
736,20,6.5,30,3,
736,20,6.5,35,3,
737,20,6.5,30,3,
737,20,6.5,35,3,
738,20,6.5,30,3,
738,20,6.5,35,3,
739,20,6.5,30,3,
739,20,6.5,35,3,
740,20,6.5,30,3,
740,20,6.5,35,3,
741,20,6.5,30,3,
741,20,6.5,35,3,
742,20,6.5,30,3,
742,20,6.5,35,3,
743,20,6.5,30,3,
743,20,6.5,35,3,
744,20,6.5,30,3,
744,20,6.5,35,3,
745,20,6.5,30,3,
745,20,6.5,35,3,
746,20,6.5,30,3,
746,20,6.5,35,3,
747,20,6.5,30,3,
747,20,6.5,35,3,
748,20,6.5,30,3,
748,20,6.5,35,3,
749,20,6.5,30,3,
749,20,6.5,35,3,
750,20,6.5,30,3,
750,20,6.5,35,3,
751,20,6.5,30,3,
751,20,6.5,35,3,
752,20,6.5,30,3,
752,20,6.5,35,3,
753,20,6.5,30,3,
753,20,6.5,35,3,
754,20,6.5,30,3,
754,20,6.5,35,3,
755,20,6.5,30,3,
755,20,6.5,35,3,
756,20,6.5,30,3,
756,20,6.5,35,3,
757,20,6.5,30,3,
757,20,6.5,35,3,
758,20,6.5,30,3,
758,20,6.5,35,3,
759,20,6.5,30,3,
759,20,6.5,35,3,
760,20,6.5,30,3,
760,20,6.5,35,3,
761,20,6.5,30,3,
761,20,6.5,35,3,
762,20,6.5,30,3,
762,20,6.5,35,3,
763,20,6.5,30,3,
763,20,6.5,35,3,
764,20,6.5,30,3,
764,20,6.5,35,3,
765,20,6.5,30,3,
765,20,6.5,35,3,
766,20,6.5,30,3,
766,20,6.5,35,3,
767,20,6.5,30,3,
767,20,6.5,35,3,
768,20,6.5,30,3,
768,20,6.5,35,3,
769,20,6.5,30,3,
769,20,6.5,35,3,
770,20,6.5,30,3,
770,20,6.5,35,3,
771,20,6.5,30,3,
771,20,6.5,35,3,
772,20,6.5,30,3,
772,20,6.5,35,3,
773,20,6.5,30,3,
773,20,6.5,35,3,
774,20,6.5,30,3,
774,20,6.5,35,3,
775,20,6.5,30,3,
775,20,6.5,35,3,
776,20,6.5,30,3,
776,20,6.5,35,3,
777,20,6.5,30,3,
777,20,6.5,35,3,
778,20,6.5,30,3,
778,20,6.5,35,3,
779,20,6.5,30,3,
779,20,6.5,35,3,
780,20,6.5,30,3,
780,20,6.5,35,3,
781,20,6.5,30,3,
781,20,6.5,35,3,
782,20,6.5,30,3,
782,20,6.5,35,3,
783,20,6.5,30,3,
783,20,6.5,35,3,
784,20,6.5,30,3,
784,20,6.5,35,3,
785,20,6.5,30,3,
785,20,6.5,35,3,
786,20,6.5,30,3,
786,20,6.5,35,3,
787,20,6.5,30,3,
787,20,6.5,35,3,
788,20,6.5,30,3,
788,20,6.5,35,3,
789,20,6.5,30,3,
789,20,6.5,35,3,
790,20,6.5,30,3,
790,20,6.5,35,3,
791,20,6.5,30,3,
791,20,6.5,35,3,
792,20,6.5,30,3,
792,20,6.5,35,3,
793,20,6.5,30,3,
793,20,6.5,35,3,
794,20,6.5,30,3,
794,20,6.5,35,3,
795,20,6.5,30,3,
795,20,6.5,35,3,
796,20,6.5,30,3,
796,20,6.5,35,3,
797,20,6.5,30,3,
797,20,6.5,35,3,
798,20,6.5,30,3,
798,20,6.5,35,3,
799,20,6.5,30,3,
799,20,6.5,35,3,
800,20,6.5,30,3,
800,20,6.5,35,3,
801,20,6.5,30,3,
801,20,6.5,35,3,
802,20,6.5,30,3,
802,20,6.5,35,3,
803,20,6.5,30,3,
803,20,6.5,35,3,
804,20,6.5,30,3,
804,20,6.5,35,3,
805,20,6.5,30,3,
805,20,6.5,35,3,
806,20,6.5,30,3,
806,20,6.5,35,3,
807,20,6.5,30,3,
807,20,6.5,35,3,
808,20,6.5,30,3,
808,20,6.5,35,3,
809,20,6.5,30,3,
809,20,6.5,35,3,
810,20,6.5,30,3,
810,20,6.5,35,3,
811,20,6.5,30,3,
811,20,6.5,35,3,
812,20,6.5,30,3,
812,20,6.5,35,3,
813,20,6.5,30,3,
813,20,6.5,35,3,
814,20,6.5,30,3,
814,20,6.5,35,3,
815,20,6.5,30,3,
815,20,6.5,35,3,
816,20,6.5,30,3,
816,20,6.5,35,3,
817,20,6.5,30,3,
817,20,6.5,35,3,
818,20,6.5,30,3,
818,20,6.5,35,3,
819,20,6.5,30,3,
819,20,6.5,35,3,
820,20,6.5,30,3,
820,20,6.5,35,3,
821,20,6.5,30,3,
821,20,6.5,35,3,
822,20,6.5,30,3,
822,20,6.5,35,3,
823,20,6.5,30,3,
823,20,6.5,35,3,
824,20,6.5,30,3,
824,20,6.5,35,3,
825,20,6.5,30,3,
825,20,6.5,35,3,
826,20,6.5,30,3,
826,20,6.5,35,3,
827,20,6.5,30,3,
827,20,6.5,35,3,
828,20,6.5,30,3,
828,20,6.5,35,3,
829,20,6.5,30,3,
829,20,6.5,35,3,
830,20,6.5,30,3,
830,20,6.5,35,3,
831,20,6.5,30,3,
831,20,6.5,35,3,
832,20,6.5,30,3,
832,20,6.5,35,3,
833,20,6.5,30,3,
833,20,6.5,35,3,
834,20,6.5,30,3,
834,20,6.5,35,3,
835,20,6.5,30,3,
835,20,6.5,35,3,
836,20,6.5,30,3,
836,20,6.5,35,3,
837,20,6.5,30,3,
837,20,6.5,35,3,
838,20,6.5,30,3,
838,20,6.5,35,3,
839,20,6.5,30,3,
839,20,6.5,35,3,
840,20,6.5,30,3,
840,20,6.5,35,3,
841,20,6.5,30,3,
841,20,6.5,35,3,
842,20,6.5,30,3,
842,20,6.5,35,3,
843,20,6.5,30,3,
843,20,6.5,35,3,
844,20,6.5,30,3,
844,20,6.5,35,3,
845,20,6.5,30,3,
845,20,6.5,35,3,
846,20,6.5,30,3,
846,20,6.5,35,3,
847,20,6.5,30,3,
847,20,6.5,35,3,
848,20,6.5,30,3,
848,20,6.5,35,3,
849,20,6.5,30,3,
849,20,6.5,35,3,
850,20,6.5,30,3,
850,20,6.5,35,3,
851,20,6.5,30,3,
851,20,6.5,35,3,
852,20,6.5,30,3,
852,20,6.5,35,3,
853,20,6.5,30,3,
853,20,6.5,35,3,
854,20,6.5,30,3,
854,20,6.5,35,3,
855,20,6.5,30,3,
855,20,6.5,35,3,
856,20,6.5,30,3,
856,20,6.5,35,3,
857,20,6.5,30,3,
857,20,6.5,35,3,
858,20,6.5,30,3,
858,20,6.5,35,3,
859,20,6.5,30,3,
859,20,6.5,35,3,
860,20,6.5,30,3,
860,20,6.5,35,3,
861,20,6.5,30,3,
861,20,6.5,35,3,
862,20,6.5,30,3,
862,20,6.5,35,3,
863,20,6.5,30,3,
863,20,6.5,35,3,
864,20,6.5,30,3,
864,20,6.5,35,3,
865,20,6.5,30,3,
865,20,6.5,35,3,
866,20,6.5,30,3,
866,20,6.5,35,3,
867,20,6.5,30,3,
867,20,6.5,35,3,
868,20,6.5,30,3,
868,20,6.5,35,3,
869,20,6.5,30,3,
869,20,6.5,35,3,
870,20,6.5,30,3,
870,20,6.5,35,3,
871,20,6.5,30,3,
871,20,6.5,35,3,
872,20,6.5,30,3,
872,20,6.5,35,3,
873,20,6.5,30,3,
873,20,6.5,35,3,
874,20,6.5,30,3,
874,20,6.5,35,3,
875,20,6.5,30,3,
875,20,6.5,35,3,
876,20,6.5,30,3,
876,20,6.5,35,3,
877,20,6.5,30,3,
877,20,6.5,35,3,
878,20,6.5,30,3,
878,20,6.5,35,3,
879,20,6.5,30,3,
879,20,6.5,35,3,
880,20,6.5,30,3,
880,20,6.5,35,3,
881,20,6.5,30,3,
881,20,6.5,35,3,
882,20,6.5,30,3,
882,20,6.5,35,3,
883,20,6.5,30,3,
883,20,6.5,35,3,
884,20,6.5,30,3,
884,20,6.5,35,3,
885,20,6.5,30,3,
885,20,6.5,35,3,
886,20,6.5,30,3,
886,20,6.5,35,3,
887,20,6.5,30,3,
887,20,6.5,35,3,
888,20,6.5,30,3,
888,20,6.5,35,3,
889,20,6.5,30,3,
889,20,6.5,35,3,
890,20,6.5,30,3,
890,20,6.5,35,3,
891,20,6.5,30,3,
891,20,6.5,35,3,
892,20,6.5,30,3,
892,20,6.5,35,3,
893,20,6.5,30,3,
893,20,6.5,35,3,
894,20,6.5,30,3,
894,20,6.5,35,3,
895,20,6.5,30,3,
895,20,6.5,35,3,
896,20,6.5,30,3,
896,20,6.5,35,3,
897,20,6.5,30,3,
897,20,6.5,35,3,
898,20,6.5,30,3,
898,20,6.5,35,3,
899,20,6.5,30,3,
899,20,6.5,35,3,
900,20,6.5,30,3,
900,20,6.5,35,3,
901,20,6.5,30,3,
901,20,6.5,35,3,
902,20,6.5,30,3,
902,20,6.5,35,3,
903,20,6.5,30,3,
903,20,6.5,35,3,
904,20,6.5,30,3,
904,20,6.5,35,3,
905,20,6.5,30,3,
905,20,6.5,35,3,
906,20,6.5,30,3,
906,20,6.5,35,3,
907,20,6.5,30,3,
907,20,6.5,35,3,
908,20,6.5,30,3,
908,20,6.5,35,3,
909,20,6.5,30,3,
909,20,6.5,35,3,
910,20,6.5,30,3,
910,20,6.5,35,3,
911,20,6.5,30,3,
911,20,6.5,35,3,
912,20,6.5,30,3,
912,20,6.5,35,3,
913,20,6.5,30,3,
913,20,6.5,35,3,
914,20,6.5,30,3,
914,20,6.5,35,3,
915,20,6.5,30,3,
915,20,6.5,35,3,
916,20,6.5,30,3,
916,20,6.5,35,3,
917,20,6.5,30,3,
917,20,6.5,35,3,
918,20,6.5,30,3,
918,20,6.5,35,3,
919,20,6.5,30,3,
919,20,6.5,35,3,
920,20,6.5,30,3,
920,20,6.5,35,3,
921,20,6.5,30,3,
921,20,6.5,35,3,
922,20,6.5,30,3,
922,20,6.5,35,3,
923,20,6.5,30,3,
923,20,6.5,35,3,
924,20,6.5,30,3,
924,20,6.5,35,3,
925,20,6.5,30,3,
925,20,6.5,35,3,
926,20,6.5,30,3,
926,20,6.5,35,3,
927,20,6.5,30,3,
927,20,6.5,35,3,
928,20,6.5,30,3,
928,20,6.5,35,3,
929,20,6.5,30,3,
929,20,6.5,35,3,
930,20,6.5,30,3,
930,20,6.5,35,3,
931,20,6.5,30,3,
931,20,6.5,35,3,
932,20,6.5,30,3,
932,20,6.5,35,3,
933,20,6.5,30,3,
933,20,6.5,35,3,
934,20,6.5,30,3,
934,20,6.5,35,3,
935,20,6.5,30,3,
935,20,6.5,35,3,
936,20,6.5,30,3,
936,20,6.5,35,3,
937,20,6.5,30,3,
937,20,6.5,35,3,
938,20,6.5,30,3,
938,20,6.5,35,3,
939,20,6.5,30,3,
939,20,6.5,35,3,
940,20,6.5,30,3,
940,20,6.5,35,3,
941,20,6.5,30,3,
941,20,6.5,35,3,
942,20,6.5,30,3,
942,20,6.5,35,3,
943,20,6.5,30,3,
943,20,6.5,35,3,
944,20,6.5,30,3,
944,20,6.5,35,3,
945,20,6.5,30,3,
945,20,6.5,35,3,
946,20,6.5,30,3,
946,20,6.5,35,3,
947,20,6.5,30,3,
947,20,6.5,35,3,
948,20,6.5,30,3,
948,20,6.5,35,3,
949,20,6.5,30,3,
949,20,6.5,35,3,
950,20,6.5,30,3,
950,20,6.5,35,3,
951,20,6.5,30,3,
951,20,6.5,35,3,
952,20,6.5,30,3,
952,20,6.5,35,3,
953,20,6.5,30,3,
953,20,6.5,35,3,
954,20,6.5,30,3,
954,20,6.5,35,3,
955,20,6.5,30,3,
955,20,6.5,35,3,
956,20,6.5,30,3,
956,20,6.5,35,3,
957,20,6.5,30,3,
957,20,6.5,35,3,
958,20,6.5,30,3,
958,20,6.5,35,3,
959,20,6.5,30,3,
959,20,6.5,35,3,
960,20,6.5,30,3,
960,20,6.5,35,3,
961,20,6.5,30,3,
961,20,6.5,35,3,
962,20,6.5,30,3,
962,20,6.5,35,3,
963,20,6.5,30,3,
963,20,6.5,35,3,
964,20,6.5,30,3,
964,20,6.5,35,3,
965,20,6.5,30,3,
965,20,6.5,35,3,
966,20,6.5,30,3,
966,20,6.5,35,3,
967,20,6.5,30,3,
967,20,6.5,35,3,
968,20,6.5,30,3,
968,20,6.5,35,3,
969,20,6.5,30,3,
969,20,6.5,35,3,
970,20,6.5,30,3,
970,20,6.5,35,3,
971,20,6.5,30,3,
971,20,6.5,35,3,
972,20,6.5,30,3,
972,20,6.5,35,3,
973,20,6.5,30,3,
973,20,6.5,35,3,
974,20,6.5,30,3,
974,20,6.5,35,3,
975,20,6.5,30,3,
975,20,6.5,35,3,
976,20,6.5,30,3,
976,20,6.5,35,3,
977,20,6.5,30,3,
977,20,6.5,35,3,
978,20,6.5,30,3,
978,20,6.5,35,3,
979,20,6.5,30,3,
979,20,6.5,35,3,
980,20,6.5,30,3,
980,20,6.5,35,3,
981,20,6.5,30,3,
981,20,6.5,35,3,
982,20,6.5,30,3,
982,20,6.5,35,3,
983,20,6.5,30,3,
983,20,6.5,35,3,
984,20,6.5,30,3,
984,20,6.5,35,3,
985,20,6.5,30,3,
985,20,6.5,35,3,
986,20,6.5,30,3,
986,20,6.5,35,3,
987,20,6.5,30,3,
987,20,6.5,35,3,
988,20,6.5,30,3,
988,20,6.5,35,3,
989,20,6.5,30,3,
989,20,6.5,35,3,
990,20,6.5,30,3,
990,20,6.5,35,3,
991,20,6.5,30,3,
991,20,6.5,35,3,
992,20,6.5,30,3,
992,20,6.5,35,3,
993,20,6.5,30,3,
993,20,6.5,35,3,
994,20,6.5,30,3,
994,20,6.5,35,3,
995,20,6.5,30,3,
995,20,6.5,35,3,
996,20,6.5,30,3,
996,20,6.5,35,3,
997,20,6.5,30,3,
997,20,6.5,35,3,
998,20,6.5,30,3,
998,20,6.5,35,3,
999,20,6.5,30,3,
999,20,6.5,35,3,
1000,20,6.5,30,3,
1000,20,6.5,35,3,
